FID,SHAPE,BEZIRK,STRASSE,BEZUG,ONR,BIS,STIEGE,FRAKTION_PA,FRAKTION_BI,FRAKTION_DO,FRAKTION_G,FRAKTION_KV,FRAKTION_TEXT,URL_TEXT,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ALTSTOFFSAMMLUNGOGD.142,POINT (16.397143297079428 48.19936540348947),3,Apostelgasse,neben,2,14,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,142,
ALTSTOFFSAMMLUNGOGD.143,POINT (16.38714347299994 48.19412131407484),3,Aspangstraße,gegenüber,1,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,143,
ALTSTOFFSAMMLUNGOGD.144,POINT (16.390977400626696 48.192433141265674),3,Aspangstraße,gegenüber,27,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,144,
ALTSTOFFSAMMLUNGOGD.145,POINT (16.393658610070727 48.19138699867525),3,Aspangstraße,vor,6,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,145,
ALTSTOFFSAMMLUNGOGD.146,POINT (16.398025975330647 48.1898466193898),3,Aspangstraße,neben,65,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,146,
ALTSTOFFSAMMLUNGOGD.147,POINT (16.394176657032297 48.19657923156332),3,Barmherzigengasse,gegenüber,16,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,147,
ALTSTOFFSAMMLUNGOGD.148,POINT (16.4075722171456 48.19275235680884),3,Barthgasse,bei,13,15,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,148,
ALTSTOFFSAMMLUNGOGD.149,POINT (16.40586051811669 48.19363591177788),3,Barthgasse,vor,4,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,149,
ALTSTOFFSAMMLUNGOGD.150,POINT (16.386812592374426 48.204204087338425),3,Baumannstraße,vor,2,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,150,
ALTSTOFFSAMMLUNGOGD.151,POINT (16.399230148946792 48.1956732888345),3,Baumgasse,neben,33,37,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,151,
ALTSTOFFSAMMLUNGOGD.152,POINT (16.404276145719958 48.19351113799646),3,Baumgasse,bei,71,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,152,
ALTSTOFFSAMMLUNGOGD.153,POINT (16.381119418984508 48.2008352743079),3,Bayerngasse,gegenüber,4,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,153,
ALTSTOFFSAMMLUNGOGD.154,POINT (16.385508505767866 48.20316783150702),3,Beatrixgasse,gegenüber,12,,,0,1,1,1,1," Altmetall, Altglas, Biomüll, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,154,
ALTSTOFFSAMMLUNGOGD.155,POINT (16.391593187356783 48.19470542713236),3,Boerhaavegasse,neben,8,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,155,
ALTSTOFFSAMMLUNGOGD.156,POINT (16.39404733292214 48.209638031559166),3,Custozzagasse,neben,14,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,156,
ALTSTOFFSAMMLUNGOGD.157,POINT (16.392054963348972 48.19779913236853),3,Dannebergplatz,gegenüber,10,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,157,
ALTSTOFFSAMMLUNGOGD.158,POINT (16.390831655416157 48.19765879843081),3,Dannebergplatz,gegenüber,14,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,158,
ALTSTOFFSAMMLUNGOGD.159,POINT (16.40538441936442 48.198259872163234),3,Dietrichgasse,neben,38,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,159,
ALTSTOFFSAMMLUNGOGD.160,POINT (16.4168584463831 48.184959974894106),3,Döblerhofstraße,gegenüber,18,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,160,
ALTSTOFFSAMMLUNGOGD.161,POINT (16.40320341612877 48.198001982962126),3,Drorygasse,vor,14,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,161,
ALTSTOFFSAMMLUNGOGD.162,POINT (16.408092906999975 48.19852917172932),3,Erdberger Lände,vor,48,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,162,
ALTSTOFFSAMMLUNGOGD.163,POINT (16.39169899662668 48.20260994236321),3,Erdbergstraße,vor,1,,,0,1,1,1,1," Biomüll, Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,163,
ALTSTOFFSAMMLUNGOGD.164,POINT (16.404216082247196 48.19670034153562),3,Erdbergstraße,bei,120A,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,164,
ALTSTOFFSAMMLUNGOGD.165,POINT (16.39842983262038 48.20012517684159),3,Erdbergstraße,gegenüber,47,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,165,
ALTSTOFFSAMMLUNGOGD.166,POINT (16.393224701595603 48.20274049426569),3,Erdbergstraße,gegenüber,6,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,166,
ALTSTOFFSAMMLUNGOGD.167,POINT (16.3941596459151 48.19497755179733),3,Eslarngasse,gegenüber,13,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,167,
ALTSTOFFSAMMLUNGOGD.168,POINT (16.38582398595946 48.19206397872379),3,Fasangasse,neben,24,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,168,
ALTSTOFFSAMMLUNGOGD.169,POINT (16.403954474346698 48.195800097537195),3,Fiakerplatz,gegenüber,8,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,169,
ALTSTOFFSAMMLUNGOGD.170,POINT (16.390908458295712 48.205717107522425),3,Geusaugasse,gegenüber,13,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,170,
ALTSTOFFSAMMLUNGOGD.171,POINT (16.394590511148355 48.2035076450977),3,Geusaugasse,gegenüber,43,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,171,
ALTSTOFFSAMMLUNGOGD.172,POINT (16.400584503412627 48.1865392181232),3,Grasbergergasse,neben,4,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,172,
ALTSTOFFSAMMLUNGOGD.173,POINT (16.400242227502194 48.19956462286277),3,Haidingergasse,vor,25,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,173,
ALTSTOFFSAMMLUNGOGD.174,POINT (16.39508968242827 48.20051571622124),3,Hainburger Straße,vor,25,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,174,
ALTSTOFFSAMMLUNGOGD.175,POINT (16.398786578810462 48.19813568872183),3,Hainburger Straße,vor,56,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,175,
ALTSTOFFSAMMLUNGOGD.176,POINT (16.387144228323407 48.18554503264346),3,Heeresmuseumstraße,bei,2,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,176,
ALTSTOFFSAMMLUNGOGD.177,POINT (16.387948787351906 48.19161211996888),3,Hegergasse,vor,14,,,0,0,0,1,1," Kunststoff, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,177,
ALTSTOFFSAMMLUNGOGD.178,POINT (16.386936115888176 48.211288858357705),3,Hintere Zollamtsstraße,gegenüber,5,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,178,
ALTSTOFFSAMMLUNGOGD.179,POINT (16.39744578495793 48.185812846750956),3,Hofmannsthalgasse,vor,2,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,179,
ALTSTOFFSAMMLUNGOGD.180,POINT (16.401474173152778 48.18487838831468),3,Hofmannsthalgasse,vor,7,,1,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,180,
ALTSTOFFSAMMLUNGOGD.181,POINT (16.394598030170943 48.20432107477203),3,Hörnesgasse,bei,10,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,181,
ALTSTOFFSAMMLUNGOGD.182,POINT (16.386042407498156 48.206296328858684),3,Invalidenstraße,neben,9,,,0,1,1,1,1," Kunststoff, Biomüll, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,182,
ALTSTOFFSAMMLUNGOGD.183,POINT (16.384899435007217 48.192925834097494),3,Jacquingasse,gegenüber,21,,,0,1,1,0,1," Kunststoff, Altmetall, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,183,
ALTSTOFFSAMMLUNGOGD.184,POINT (16.38480268779215 48.19231748506808),3,Jacquingasse,gegenüber,25,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,184,
ALTSTOFFSAMMLUNGOGD.185,POINT (16.38458009363705 48.191042702760086),3,Jacquingasse,gegenüber,37,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,185,
ALTSTOFFSAMMLUNGOGD.186,POINT (16.40154147490987 48.197698252300285),3,Kardinal-Nagl-Platz,gegenüber,14,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,186,
ALTSTOFFSAMMLUNGOGD.187,POINT (16.400504155750482 48.19711050375335),3,Kardinal-Nagl-Platz,vor,8,,,0,0,1,1,1," Kunststoff, Altglas, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,187,
ALTSTOFFSAMMLUNGOGD.188,POINT (16.389019704934626 48.20129469534307),3,Karl-Borromäus-Platz,gegenüber,2,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,188,
ALTSTOFFSAMMLUNGOGD.189,POINT (16.390527090766728 48.18863012910172),3,Kärchergasse,gegenüber,22,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,189,
ALTSTOFFSAMMLUNGOGD.190,POINT (16.3980303318604 48.1968053759521),3,Keinergasse,gegenüber,25,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,190,
ALTSTOFFSAMMLUNGOGD.191,POINT (16.405806857785915 48.19512782617552),3,Kleingasse,gegenüber,1,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,191,
ALTSTOFFSAMMLUNGOGD.192,POINT (16.391319485201446 48.208982963364676),3,Kolonitzplatz,gegenüber,3,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,192,
ALTSTOFFSAMMLUNGOGD.193,POINT (16.38744002967309 48.19099640398049),3,Kölblgasse,vor,14,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,193,
ALTSTOFFSAMMLUNGOGD.194,POINT (16.396746910943218 48.20407327735246),3,Kübeckgasse,neben,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,194,
ALTSTOFFSAMMLUNGOGD.195,POINT (16.3875697378206 48.18836394448863),3,Landstraßer Gürtel,vor,27,,,0,0,1,0,1," Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,195,
ALTSTOFFSAMMLUNGOGD.196,POINT (16.3888474268123 48.1883805418391),3,Landstraßer Gürtel,neben,35,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,196,
ALTSTOFFSAMMLUNGOGD.197,POINT (16.384031877461645 48.18859426270695),3,Landstraßer Gürtel,bei,7,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,197,
ALTSTOFFSAMMLUNGOGD.198,POINT (16.396357948708577 48.1956829252571),3,Landstraßer Hauptstraße,vor,128,,,0,1,1,1,1," Altglas, Altmetall, Kunststoff, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,198,
ALTSTOFFSAMMLUNGOGD.199,POINT (16.388952485839994 48.20381956331043),3,Landstraßer Hauptstraße,vor,30,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,199,
ALTSTOFFSAMMLUNGOGD.200,POINT (16.390481024852548 48.20304228829745),3,Landstraßer Hauptstraße,gegenüber,45,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,200,
ALTSTOFFSAMMLUNGOGD.201,POINT (16.39423584025465 48.18053666712861),3,Lilienthalgasse,vor,11,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,201,
ALTSTOFFSAMMLUNGOGD.202,POINT (16.391127087879507 48.1787373957285),3,Lilienthalgasse,vor,7,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,202,
ALTSTOFFSAMMLUNGOGD.203,POINT (16.38411162619043 48.204122061211514),3,Linke Bahngasse,gegenüber,1A,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,203,
ALTSTOFFSAMMLUNGOGD.204,POINT (16.385706388358148 48.197170008014766),3,Linke Bahngasse,gegenüber,23,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,204,
ALTSTOFFSAMMLUNGOGD.205,POINT (16.38424607869948 48.202888949383386),3,Linke Bahngasse,gegenüber,9,,,0,1,1,1,1," Kunststoff, Altglas, Biomüll, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,205,
ALTSTOFFSAMMLUNGOGD.206,POINT (16.37847252316535 48.19905113320248),3,Lisztstraße,neben,10,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,206,
ALTSTOFFSAMMLUNGOGD.207,POINT (16.393924730609136 48.206745797560686),3,Löwengasse,gegenüber,47,,,0,1,0,1,1," Altglas, Altglas, Biomüll, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,207,
ALTSTOFFSAMMLUNGOGD.208,POINT (16.40977579215732 48.196602122351855),3,Ludwig-Koeßler-Platz,gegenüber,4,,,0,1,1,1,1," Altglas, Biomüll, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,208,
ALTSTOFFSAMMLUNGOGD.209,POINT (16.380165396145777 48.197259861431476),3,Marokkanergasse,vor,25,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,209,
ALTSTOFFSAMMLUNGOGD.210,POINT (16.390676380298956 48.20672805150533),3,Marxergasse,gegenüber,24,,,0,1,1,1,1," Altglas, Kunststoff, Altmetall, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,210,
ALTSTOFFSAMMLUNGOGD.211,POINT (16.39627652236163 48.20470934279148),3,Marxergasse,vor,54,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,211,
ALTSTOFFSAMMLUNGOGD.212,POINT (16.396527397697042 48.199425174118666),3,Messenhausergasse,vor,1,,,0,1,1,0,1," Kunststoff, Altmetall, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,212,
ALTSTOFFSAMMLUNGOGD.213,POINT (16.41511917986792 48.18522270696219),3,Modecenterstraße,neben,11A,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,213,
ALTSTOFFSAMMLUNGOGD.214,POINT (16.385674566182328 48.18984676878413),3,Mohsgasse,vor,5,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,214,
ALTSTOFFSAMMLUNGOGD.215,POINT (16.388060802877167 48.19903208682697),3,Neulinggasse,vor,13,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,215,
ALTSTOFFSAMMLUNGOGD.216,POINT (16.39020114476178 48.19903100869902),3,Neulinggasse,gegenüber,16,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,216,
ALTSTOFFSAMMLUNGOGD.217,POINT (16.38520436275473 48.19926240015685),3,Neulinggasse,gegenüber,27,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,217,
ALTSTOFFSAMMLUNGOGD.218,POINT (16.39293833924053 48.199141292380034),3,Neulinggasse,gegenüber,6,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,218,
ALTSTOFFSAMMLUNGOGD.219,POINT (16.389309265700252 48.193047622226416),3,Obere Bahngasse,gegenüber,16,,,0,1,1,1,1," Altmetall, Kunststoff, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,219,
ALTSTOFFSAMMLUNGOGD.220,POINT (16.391246461979062 48.191108043782314),3,Obere Bahngasse,gegenüber,26,,,0,1,1,1,1," Kunststoff, Altglas, Biomüll, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,220,
ALTSTOFFSAMMLUNGOGD.221,POINT (16.389362413419438 48.212383127199274),3,Obere Weißgerberstraße,vor,16,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,221,
ALTSTOFFSAMMLUNGOGD.222,POINT (16.396182923816877 48.19267164410733),3,Oberzellergasse,neben,3,13,,0,0,1,1,1," Altmetall, Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,222,
ALTSTOFFSAMMLUNGOGD.223,POINT (16.401341638842656 48.19276550700917),3,Paulusplatz,vor,1,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,223,
ALTSTOFFSAMMLUNGOGD.224,POINT (16.398863745318874 48.19292534777298),3,Petrusgasse,vor,15,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,224,
ALTSTOFFSAMMLUNGOGD.225,POINT (16.37931312890807 48.19185113605357),3,Prinz-Eugen-Straße,gegenüber,52,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,225,
ALTSTOFFSAMMLUNGOGD.226,POINT (16.398090449537143 48.19468007121102),3,Rabengasse,gegenüber,15,,,0,1,1,1,1," Altglas, Altmetall, Kunststoff, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,226,
ALTSTOFFSAMMLUNGOGD.227,POINT (16.396047424467536 48.20575851726258),3,Rasumofskygasse,neben,1,,,0,1,1,1,1," Kunststoff, Biomüll, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,227,
ALTSTOFFSAMMLUNGOGD.228,POINT (16.394052369183367 48.20551897346964),3,Rasumofskygasse,vor,9,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,228,
ALTSTOFFSAMMLUNGOGD.229,POINT (16.383018799138295 48.202045176989486),3,Reisnerstraße,neben,9,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,229,
ALTSTOFFSAMMLUNGOGD.230,POINT (16.39161407175374 48.19312099510337),3,Rennweg,vor,50,,,0,0,0,1,0," Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,230,
ALTSTOFFSAMMLUNGOGD.231,POINT (16.396235074604284 48.191262202059114),3,Rennweg,vor,89A,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,231,
ALTSTOFFSAMMLUNGOGD.232,POINT (16.40284839654794 48.193943650038634),3,Schimmelgasse,neben,3,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,232,
ALTSTOFFSAMMLUNGOGD.233,POINT (16.40009071658574 48.17988523334118),3,Schlechtastraße,vor,2,,,0,0,1,1,1," Altmetall, Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,233,
ALTSTOFFSAMMLUNGOGD.234,POINT (16.41098807696304 48.194699637029295),3,Schnirchgasse,neben,9,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,234,
ALTSTOFFSAMMLUNGOGD.235,POINT (16.39022724112087 48.202475297867075),3,Sechskrügelgasse,vor,2,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,235,
ALTSTOFFSAMMLUNGOGD.236,POINT (16.389122320252806 48.19514636170461),3,Stanislausgasse,gegenüber,2,,,0,1,1,1,1," Altglas, Altmetall, Kunststoff, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,236,
ALTSTOFFSAMMLUNGOGD.237,POINT (16.37917723278304 48.19804255428494),3,Strohgasse,gegenüber,24,,,0,1,1,1,1," Altglas, Altmetall, Biomüll, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,237,
ALTSTOFFSAMMLUNGOGD.238,POINT (16.38711696077752 48.19776168188084),3,Ungargasse,neben,56,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,238,
ALTSTOFFSAMMLUNGOGD.239,POINT (16.392489688000584 48.21221966756318),3,Untere Viaduktgasse,gegenüber,1,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,239,
ALTSTOFFSAMMLUNGOGD.240,POINT (16.38983656935745 48.2101847951421),3,Untere Viaduktgasse,gegenüber,19,,,0,1,1,1,1," Altmetall, Altglas, Biomüll, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,240,
ALTSTOFFSAMMLUNGOGD.241,POINT (16.393592623867292 48.21065367934814),3,Untere Weißgerberstraße,gegenüber,14,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,241,
ALTSTOFFSAMMLUNGOGD.242,POINT (16.394544130166906 48.20861678461515),3,Untere Weißgerberstraße,bei,41,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,242,
ALTSTOFFSAMMLUNGOGD.243,POINT (16.401479020515346 48.19037764341557),3,Viehmarktgasse,vor,2,,,0,1,1,1,1," Kunststoff, Altmetall, Altglas, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,243,
ALTSTOFFSAMMLUNGOGD.244,POINT (16.39915442434747 48.193924692908126),3,Weinlechnergasse,gegenüber,8,,,0,0,1,1,1," Altglas, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,244,
