FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.738,738,POINT (16.37490938489628 48.190361995381814),Turnsaal,"4., St.-Elisabeth-Platz 8",93,Turnsaal 93 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.739,739,POINT (16.368526843804073 48.19102353715766),Turnsaal,"4., Waltergasse 16",139,Turnsaal 139 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.740,740,POINT (16.368775885497747 48.19073379542634),Schulsport outdoor,"4., Waltergasse 7",630,Hartplatz 630 m≤,,
SPORTSTAETTENOGD.741,741,POINT (16.36878934102157 48.190742784799966),Turnsaal,"4., Waltergasse 7",216,Turnsaal 1+2 gesamt 216 m≤,,
SPORTSTAETTENOGD.742,742,POINT (16.368659307462618 48.184635263504035),Turnsaal,"4., Wiedner G¸rtel 68",810,Turnsaal 1+2 gesamt 810 m≤,,
SPORTSTAETTENOGD.743,743,POINT (16.34690557487489 48.186924370885976),Turnsaal,"5., Am Hundsturm 18",302,Turnsaal 151 m≤<br />Turnsaal 151 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.744,744,POINT (16.358545962576965 48.18918240614037),Turnsaal,"5., Castelligasse 9",89,Turnsaal 89 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.745,745,POINT (16.3506918804606 48.18242842325803),Turnsaal,"5., Diehlgasse 2",157,Turnsaal 157 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.746,746,POINT (16.350705330648417 48.182437414761935),Schulsport outdoor,"5., Diehlgasse 2",541,Befestigte Fl‰che 401 m≤<br />Hartplatz 140 m≤,,
SPORTSTAETTENOGD.747,747,POINT (16.351280285934216 48.18267107375682),Turnsaal,"5., Einsiedlergasse 7",185,Turnsaal 185 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.748,748,POINT (16.350677740175534 48.185193479050525),Turnsaal,"5., Embelgasse 46-48",134,Turnsaal Part 134 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.749,749,POINT (16.361448524839453 48.18274805770266),Turnsaal,"5., Gassergasse 44",193,Turnsaal 193 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.750,750,POINT (16.361448524839453 48.18274805770266),Schulsport outdoor,"5., Gassergasse 44+46",788,Befestigte Fl‰che 788 m≤,,
SPORTSTAETTENOGD.751,751,POINT (16.361055919866857 48.18261162672902),Turnsaal,"5., Gassergasse 46",151,Turnsaal 151 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.752,752,POINT (16.36044921387975 48.19235787820343),Turnsaal,"5., Margaretenstraﬂe 65",200,Turnsaal 200 m≤,,
SPORTSTAETTENOGD.753,753,POINT (16.35495834628348 48.188475736364495),Turnsaal,"5., Pannaschgasse 6",213,Turnsaal 67 m≤<br />Turnsaal 146 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.754,754,POINT (16.354971798800037 48.188484727359366),Schulsport outdoor,"5., Pannaschgasse 6",193,Hartplatz 193 m≤,,
SPORTSTAETTENOGD.755,755,POINT (16.364647864763327 48.186850100482026),Turnsaal,"5., Rainergasse 39",334,Turnsaal 1+2 gesamt 334 m≤,,
SPORTSTAETTENOGD.756,756,POINT (16.364661318548524 48.1868590903453),Schulsport outdoor,"5., Rainergasse 39",1387,Hartplatz 1387 m≤,,
SPORTSTAETTENOGD.757,757,POINT (16.355664832741237 48.184244671790566),Schulsport outdoor,"5., Reinprechtsdorferstraﬂe 24",528,Hartplatz 528 m≤,,
SPORTSTAETTENOGD.758,758,POINT (16.35567828427388 48.18425366270954),Turnsaal,"5., Reinprechtsdorferstraﬂe 24",320,Turnsaal 198 m≤<br />Gymnastikraum 122 m≤,,
SPORTSTAETTENOGD.759,759,POINT (16.35674246668406 48.18567485350677),Turnsaal,"5., Spengergasse 20",126,Turnsaal 126 m≤,,
SPORTSTAETTENOGD.760,760,POINT (16.35646627961577 48.18409380598597),Turnsaal,"5., Stolberggasse 53",188,Turnsaal 188 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.761,761,POINT (16.356681549574706 48.18803189501696),Schulsport outdoor,"5., Viktor-Christ-Gasse 24",464,Befestigte Fl‰che 464 m≤,,
SPORTSTAETTENOGD.762,762,POINT (16.35669500227641 48.18804088581087),Turnsaal,"5., Viktor-Christ-Gasse 24",299,Turnsaal 1.St 150 m≤<br />Turnsaal Part 149 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.763,763,POINT (16.351296176238595 48.19725715195805),Turnsaal,"6., Amerlingstraﬂe 6",780,Turnsaal 1+2 gesamt 780 m≤,,
SPORTSTAETTENOGD.764,764,POINT (16.351309630413766 48.19726614336744),Schulsport outdoor,"6., Amerlingstraﬂe 6",1300,Hartplatz 1300 m≤,,
SPORTSTAETTENOGD.765,765,POINT (16.352541724015246 48.195807546751944),Turnsaal,"6., Corneliusgasse 6",100,Turnsaal 100 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.766,766,POINT (16.347624420147007 48.194720599545654),Turnsaal,"6., Hirschengasse 18",130,Turnsaal 130 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.767,767,POINT (16.34796920228505 48.194880463384116),Turnsaal,"6., Loquaiplatz 4",155,Turnsaal 155 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.768,768,POINT (16.35030002447603 48.191675920807675),Schulsport outdoor,"6., Marchettigasse 3",567,Hartplatz 567 m≤,,
SPORTSTAETTENOGD.769,769,POINT (16.350313477015618 48.19168491234264),Turnsaal,"6., Marchettigasse 3",582,Turnsaal 1+2 gesamt 582 m≤,,
SPORTSTAETTENOGD.770,770,POINT (16.340240956176526 48.19272596430771),Turnsaal,"6., Mittelgasse 24",115,Turnsaal 115 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.771,771,POINT (16.340254407231253 48.19273495701816),Schulsport outdoor,"6., Mittelgasse 24",504,Hartplatz 504 m≤,,
SPORTSTAETTENOGD.772,772,POINT (16.3617492164528 48.20158047587564),Turnsaal,"6., Rahlgasse 4",150,Turnsaal 94 m≤<br />Gymnastikraum 56 m≤,,
SPORTSTAETTENOGD.773,773,POINT (16.34330057975565 48.19138168807794),Turnsaal,"6., Sonnenuhrgasse 3",143,Turnsaal 143 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.774,774,POINT (16.340027917775704 48.19291545862221),Turnsaal,"6., Spalowskygasse 5",140,Turnsaal 140 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.775,775,POINT (16.34456737571639 48.1983466532055),Turnsaal,"7., Apollogasse 1",180,Turnsaal 180 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.776,776,POINT (16.354183439254843 48.20420918723039),Turnsaal,"7., Burggasse 14-16",183,Turnsaal 183 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.777,777,POINT (16.339098670063606 48.2026359599824),Schulsport outdoor,"7., Kandlgasse 39",294,Hartplatz 294 m≤,,
SPORTSTAETTENOGD.778,778,POINT (16.33911212351295 48.20264495281085),Turnsaal,"7., Kandlgasse 39",412,Turnsaal 1+2 gesamt 412 m≤,,
SPORTSTAETTENOGD.779,779,POINT (16.339666041880058 48.199698948176206),Turnsaal,"7., Kenyongasse 4-12",899,Turnsaal 1 320 m≤<br />Turnsaal 2 267 m≤<br />Turnsaal 3 200 m≤<br />Gymnastikraum 112 m≤,http://www.kenyon.at/bakip/,
SPORTSTAETTENOGD.780,780,POINT (16.349183296762526 48.20179285862956),Turnsaal,"7., Neubaugasse 42",502,Turnsaal 120 m≤<br />Turnsaal 382 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.781,781,POINT (16.34561432092602 48.205533386250416),Schulsport outdoor,"7., Neustiftgasse 95-99",675,Hartplatz 675 m≤,,
SPORTSTAETTENOGD.782,782,POINT (16.345627776274643 48.205542378311655),Turnsaal,"7., Neustiftgasse 95-99",170,Turnsaal 170 m≤,,
SPORTSTAETTENOGD.783,783,POINT (16.343159036462247 48.205825006274715),Schulsport outdoor,"7., Neustiftgasse 98-102",529,Rasenfl‰che 529 m≤,,
SPORTSTAETTENOGD.784,784,POINT (16.343172521059515 48.205834025600595),Turnsaal,"7., Neustiftgasse 98-102",716,Turnsaal 146 m≤<br />Turnsaal 424 m≤<br />Turnsaal 146 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.785,785,POINT (16.353979897719967 48.203844545556244),Turnsaal,"7., Stiftgasse 35",65,Turnsaal 65 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.786,786,POINT (16.34471274222564 48.19966189660126),Schulsport outdoor,"7., Zieglergasse 21",233,Hartplatz 233 m≤,,
SPORTSTAETTENOGD.787,787,POINT (16.34472619587867 48.19967088877739),Turnsaal,"7., Zieglergasse 21",501,Turnsaal 96 m≤<br />Turnsaal 405 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.788,788,POINT (16.344102080594492 48.20952224637256),Schulsport outdoor,"8., Albertgasse 18-22",450,Hartplatz 450 m≤,,
SPORTSTAETTENOGD.789,789,POINT (16.344115536723436 48.20953123860446),Turnsaal,"8., Albertgasse 18-22",605,Turnsaal 1+2 gesamt 605 m≤,,
SPORTSTAETTENOGD.790,790,POINT (16.345690977128548 48.21397806073013),Turnsaal,"8., Feldgasse 6-8",405,Turnsaal 405 m≤,,
SPORTSTAETTENOGD.791,791,POINT (16.346146071123446 48.21063651920673),Turnsaal,"8., Hamerlingplatz 5-6",240,Turnsaal 162 m≤<br />Gymnastikraum 78 m≤,http://www.hamerlingplatz.vbs.ac.at/,
SPORTSTAETTENOGD.792,792,POINT (16.349756109198204 48.210858186998955),Turnsaal,"8., Jodok Finkplatz 2",1102,3-fach Halle 1102 m≤,,
SPORTSTAETTENOGD.793,793,POINT (16.34976956666688 48.21086717856688),Schulsport outdoor,"8., Jodok Finkplatz 2",415,Hartplatz 415 m≤,,
SPORTSTAETTENOGD.794,794,POINT (16.3520536153676 48.2101660453423),Turnsaal,"8., Lange Gasse 36",144,Turnsaal 144 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.795,795,POINT (16.351556671233798 48.210874595636895),Turnsaal,"8., Lange Gasse 47",187,Turnsaal 1 102 m≤<br />Turnsaal 2 85 m≤,http://www.bakip8.schule.at/,
SPORTSTAETTENOGD.796,796,POINT (16.341372377615258 48.20942608820877),Schulsport outdoor,"8., Pfeilgasse 42b",1735,Hartplatz 1001 m≤<br />Hartplatz 734 m≤,,
SPORTSTAETTENOGD.797,797,POINT (16.341372377615258 48.20942608820877),Turnsaal,"8., Pfeilgasse 42b 42b",893,Turnsaal 288 m≤<br />Turnsaal 205 m≤<br />Turnsaal 400 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.798,798,POINT (16.3499934637003 48.20791028556685),Turnsaal,"8., Zeltgasse 7",160,Turnsaal 160 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.799,799,POINT (16.350006920438066 48.20791927711165),Schulsport outdoor,"8., Zeltgasse 7",257,Hartplatz 257 m≤,,
SPORTSTAETTENOGD.800,800,POINT (16.358179424810853 48.22906172528547),Turnsaal,"9., Althanstraﬂe 39",1500,"3 Gymnastiks‰le,<br />Kraftraum gesamt 1500 m≤",http://www.univie.ac.at/USI-Wien/,
SPORTSTAETTENOGD.801,801,POINT (16.353890882110324 48.22566539935424),Turnsaal,"9., Galileigasse 3",120,Turnsaal 120 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.802,802,POINT (16.354034434444856 48.22589362312342),Turnsaal,"9., Galileigasse 5",128,Turnsaal 128 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.803,803,POINT (16.34625119891429 48.21695636898664),Turnsaal,"9., Gilgegasse 12",178,Turnsaal 178 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.804,804,POINT (16.365560072013242 48.22521981413109),Turnsaal,"9., Glasergasse 25",264,Turnsaal 180 m≤<br />Gymnastikraum 84 m≤,,
SPORTSTAETTENOGD.805,805,POINT (16.363067147269565 48.22430042757221),Turnsaal,"9., Glasergasse 8",284,Turnsaal 141 m≤<br />Turnsaal 143 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.806,806,POINT (16.36211528429551 48.22124360439063),Turnsaal,"9., Gr¸nentorgasse 9",172,Turnsaal 172 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.807,807,POINT (16.36508038869739 48.22282101288222),Turnsaal,"9., Hahngasse 35",143,Turnsaal 143 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.808,808,POINT (16.35746696511162 48.227375735326675),Turnsaal,"9., Marktgasse 31",312,Turnsaal 312 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.809,809,POINT (16.35166198850324 48.221822589746),Turnsaal,"9., Michelbeuerngasse 6-8",89,Turnsaal 1 89 m≤,,
SPORTSTAETTENOGD.810,810,POINT (16.360427738800734 48.229875329955654),Schulsport outdoor,"9., Nordbergstraﬂe, Nordbergbr¸cke 17",2380,"Fuﬂball,<br />Kunstrasen gesamt 2380 m≤",http://www.univie.ac.at/USI-Wien/,
SPORTSTAETTENOGD.811,811,POINT (16.352743065216647 48.219919573058064),Schulsport outdoor,"9., Spitalgasse 14",8810,"Rasenplatz,<br />Leichtathletikanlage gesamt 8810 m≤",http://www.univie.ac.at/USI-Wien/,
SPORTSTAETTENOGD.812,812,POINT (16.352950094263466 48.22032774496906),Turnsaal,"9., Spitalgasse 14",2000,"4 Turns‰le,<br />Gymnastikraum gesamt 2000 m≤",http://www.univie.ac.at/USI-Wien/,
SPORTSTAETTENOGD.813,813,POINT (16.361575116469314 48.216697323389134),Turnsaal,"9., Wasagasse 10",456,Turnsaal 1+2 gesamt 456 m≤,,
SPORTSTAETTENOGD.814,814,POINT (16.354727303519486 48.221082535512174),Turnsaal,"9., W‰hringer Straﬂe 43",116,Turnsaal 116 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.815,815,POINT (16.3857020578313 48.16539273841118),Schulsport outdoor,"10., Absberggasse 50",1109,Hartplatz 1109 m≤,,
SPORTSTAETTENOGD.816,816,POINT (16.385715509679244 48.16540172584477),Turnsaal,"10., Absberggasse 50",840,Turnsaal 420 m≤<br />Turnsaal 420 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.817,817,POINT (16.383814274433895 48.14892787321342),Turnsaal,"10., Ada-Christen-Gasse 9",288,Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.818,818,POINT (16.38382772164665 48.14893686089538),Schulsport outdoor,"10., Ada-Christen-Gasse 9",5000,Rasenfl‰che 5000 m≤,,
SPORTSTAETTENOGD.819,819,POINT (16.36679112382391 48.170531883016636),Schulsport outdoor,"10., Alxingergasse 82",461,Hartplatz 461 m≤,,
SPORTSTAETTENOGD.820,820,POINT (16.36680457371326 48.170540872655614),Turnsaal,"10., Alxingergasse 82",157,Turnsaal 157 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.821,821,POINT (16.362072929405947 48.17659236704883),Turnsaal,"10., Bernhardstalgasse 19",132,Turnsaal 132 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.822,822,POINT (16.362080210443704 48.176730461791145),Schulsport outdoor,"10., Bernhardtstalgasse 19",546,Hartplatz 546 m≤,,
SPORTSTAETTENOGD.823,823,POINT (16.36398620827238 48.15768223906121),Turnsaal,"10., Carl-Prohaska-Platz 1",375,Turnsaal 87 m≤<br />Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.824,824,POINT (16.36399965431176 48.15769122904936),Schulsport outdoor,"10., Carl-Prohaska-Platz 1",390,Hartplatz 390 m≤,,
SPORTSTAETTENOGD.825,825,POINT (16.33908758177345 48.16483830659414),÷ffentlich outdoor,"10., Eibesbrunnergasse 13",2687,"polysportiver Hartplatz,<br />Beachvolleyballanlage",http://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze.html,
SPORTSTAETTENOGD.826,826,POINT (16.37472122668751 48.1676575881589),Schulsport outdoor,"10., Ettenreichgasse 41-43",5873,Rasenplatz 4560 m≤<br />Hartplatz 1313 m≤,,
SPORTSTAETTENOGD.827,827,POINT (16.374734677210295 48.16766657687431),Turnsaal,"10., Ettenreichgasse 41-43",700,Turnsaal 1+2 gesamt 700 m≤,,
SPORTSTAETTENOGD.828,828,POINT (16.373288575531962 48.16568467398576),Turnsaal,"10., Ettenreichgasse 45c",375,Turnsaal 375 m≤,http://www.bakip10.schule.at/,
SPORTSTAETTENOGD.829,829,POINT (16.372290560948336 48.165511063598515),Turnsaal,"10., Ettenreichgasse 54",756,Turnsaal 1 378 m≤<br />Turnsaal 2 378 m≤,,
SPORTSTAETTENOGD.830,830,POINT (16.372304010485106 48.165520052602005),Schulsport outdoor,"10., Ettenreichgasse 54",1500,Hartplatz 1500 m≤,,
SPORTSTAETTENOGD.831,831,POINT (16.360777648027504 48.167427608686644),Turnsaal,"10., G.-Wilhelm-Pabst-Gasse 2a",864,Turnsaal 288 m≤<br />Turnsaal 288 m≤<br />Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.832,832,POINT (16.361491470169454 48.16734975133135),Schulsport outdoor,"10., Georg-Wilhelm-Papst-Gasse 2",3551,Rasenfl‰che 3551 m≤,,
SPORTSTAETTENOGD.833,833,POINT (16.373505999595938 48.16371769063285),Schulsport outdoor,"10., Grenzackerstraﬂe 23",50651,"Schulsport,<br />LA,<br />Ballspiele gesamt 50651 m≤",http://www.schulsport-serviceteam.at/index.php?option=com_content&view=article&id=22&Itemid=29,
SPORTSTAETTENOGD.834,834,POINT (16.37857392881298 48.16666769046252),Turnsaal,"10., Hebbelplatz 1",145,Turnsaal 145 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.835,835,POINT (16.37910899316136 48.16652243029077),Turnsaal,"10., Hebbelplatz 2",145,Turnsaal 145 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.836,836,POINT (16.34258598594183 48.168122651482584),Turnsaal,"10., Hertha-Firnberg-Straﬂe 12",405,Turnsaal 405 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.837,837,POINT (16.34259943097113 48.16813164395768),Schulsport outdoor,"10., Hertha-Firnberg-Straﬂe 12",1051,Hartplatz 1051 m≤,,
SPORTSTAETTENOGD.838,838,POINT (16.367389497111233 48.177303354564906),Turnsaal,"10., Herzgasse 27",307,Turnsaal 124 m≤<br />Turnsaal 123 m≤<br />Turnsaal 60 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.839,839,POINT (16.366081070563936 48.17067920003562),Turnsaal,"10., Herzgasse 87",155,Turnsaal 155 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.840,840,POINT (16.348058780460242 48.156272884756355),Turnsaal,"10., Hugo-Meisl-Weg 6",180,Turnsaal 180 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.841,841,POINT (16.371988007295613 48.17617057119623),Turnsaal,"10., Jagdgasse 22",405,Turnsaal 405 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.842,842,POINT (16.372001459568303 48.17617956021763),Schulsport outdoor,"10., Jagdgasse 22",500,Hartplatz 500 m≤,,
SPORTSTAETTENOGD.843,843,POINT (16.372275727511468 48.176136576425804),Turnsaal,"10., Jagdgasse 23",405,Turnsaal 405 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.844,844,POINT (16.370919622968767 48.151426341175515),Turnsaal,"10., Jos.-Enslein-Platz 1-3",602,Turnsaal 405 m≤<br />Turnsaal 197 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.845,845,POINT (16.370919622968767 48.151426341175515),Schulsport outdoor,"10., Josef-Enslein-Platz 1-3",1264,Hartplatz 390 m≤<br />Hartplatz 479 m≤<br />Hartplatz 395 m≤,,
SPORTSTAETTENOGD.846,846,POINT (16.39302698918697 48.17293242018368),Turnsaal,"10., Kempelengasse 20",320,Turnsaal 160 m≤<br />Turnsaal 160 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.847,847,POINT (16.37487516135131 48.17888360794348),Turnsaal,"10., Keplerplatz 7",162,Turnsaal 92 m≤<br />Turnsaal 70 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.848,848,POINT (16.38215116785932 48.168981351561186),Turnsaal,"10., Klausenburgerstraﬂe 25",288,Turnsaal 288 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.849,849,POINT (16.351907271105183 48.17063454444519),Schulsport outdoor,"10., Knˆllgasse 59",564,Hartplatz 564 m≤,,
SPORTSTAETTENOGD.850,850,POINT (16.35192071842047 48.170643535825796),Turnsaal,"10., Knˆllgasse 59",136,Turnsaal 136 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.851,851,POINT (16.35189382379459 48.17062555306301),Turnsaal,"10., Knˆllgasse 61",136,Turnsaal 136 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.852,852,POINT (16.38349465914937 48.17130615745439),Schulsport outdoor,"10., Laabergstraﬂe 25-29",1035,Hartplatz 1035 m≤,,
SPORTSTAETTENOGD.853,853,POINT (16.383508112159152 48.171315145136596),Turnsaal,"10., Laabergstraﬂe 25-29",1215,Turnsaal 1+2+3 gesamt 1215 m≤,,
SPORTSTAETTENOGD.854,854,POINT (16.39580544862753 48.15501016647813),Schulsport outdoor,"10., Laaerberg Straﬂe 170",834,Hartplatz 834 m≤,,
SPORTSTAETTENOGD.855,855,POINT (16.39580544862753 48.15501016647813),Turnsaal,"10., Laaerberg-Straﬂe 170",114,Turnsaal 114 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
SPORTSTAETTENOGD.856,856,POINT (16.386518907949824 48.17132891025356),Turnsaal,"10., Laim‰ckergasse 17",144,Turnsaal 144 m≤,http://www.wien.gv.at/amtshelfer/freizeit-sport/sportamt/anlagen/turnsaal.html,
