FID,OBJECTID,SHAPE,BEZEICHNUNG,BETREIBER,ADRESSE,WEBLINK1,TYP_TXT,TXTATT1,KONTAKT,SE_ANNO_CAD_DATA
KINDERGARTENOGD.877979,877979,POINT (16.390353432899037 48.166447251487845),Monte Laa,Wiener Kindergärten,"10., Rudolf-Friemel-Gasse 5",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Heilpädagogischer Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 869 399,
KINDERGARTENOGD.877980,877980,POINT (16.35328630672721 48.242901466396575),"Trägerverein Werke der Schwestern vom armen Kinde Jesus, Kindergarten Maria Regina",Vereinigung katholischer Kindertagesheime,"19., Hofzeile 17",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877981,877981,POINT (16.450061411097934 48.153819099033974),Kindergarten,Wiener Kinderfreunde,"11., Thürnlhofstraße 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 767 65 89,
KINDERGARTENOGD.877982,877982,POINT (16.326283971303674 48.166495094974266),Kindergarten,Kinder in Wien,"12., Gertrude-Wondrack-Platz 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Halbtagskindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877983,877983,POINT (16.324987380524036 48.16697638572548),Kindergarten,Kinder in Wien,"12., Oswaldgasse (Kabelwerke) 33A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877984,877984,POINT (16.37634669204155 48.208465153736384),Kindertagesheim und Kompetenzzentrum PROMISED LAND,Gemeinnützige GmbH PROMISED LAND,"1., Wollzeile 19",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Halbtagskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877985,877985,POINT (16.34484570985574 48.21180402972509),A.C.H. Montessori Kinderhaus 08,A.C.H. Montessori Kinderhaus 08,"8., Skodagasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877986,877986,POINT (16.330144123710713 48.185241292062685),JUWA 15. Bezirk,Verein JUWA - Bildungs- und Beratungszentrum,"15., Ullmannstraße 63",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877987,877987,POINT (16.311955974470038 48.21374139813746),Kindergarten,Verein Lernen fürs Leben - Integrativer Sozialverein,"16., Ottakringer Straße 190-192",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877988,877988,POINT (16.35895430417374 48.175939723057525),Kindergarten,Wiener Kinderfreunde,"10., Buchengasse 155",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,+43 1 603 14 76,
KINDERGARTENOGD.877989,877989,POINT (16.434829461887237 48.165464173680476),Kindergarten Funkelstein,Kinderbetreuungsverein Funkelstein,"11., Kaiserebersdorfer Straße 79/9",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877990,877990,POINT (16.3336276140291 48.21457306754604),Kindergarten,Verein Kindergarten Sonneninsel,"17., Ottakringer Straße 54",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.877991,877991,POINT (16.399784737014294 48.193829107216004),Kindergarten,Wiener Kindergärten,"3., Petrusgasse 10",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Integrationshort 6-10 Jahre,Öffentlich,+43 676 811 869 823,
KINDERGARTENOGD.877992,877992,POINT (16.380272396988172 48.23655275044649),JUWA 20. Bezirk,Verein JUWA BBZ Bildungs- und Beratungszentrum,"20., Dresdner Straße 51",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,0699/193 78 93,
KINDERGARTENOGD.877993,877993,POINT (16.387515093580973 48.168841838520386),Kindergarten MINA,Verein VIV - Verein für interkulturelles Verständnis,"10., Absberggasse 45A",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877994,877994,POINT (16.311921904374522 48.19518072011212),Kindergarten,Alt-Wien - MUKU,"14., Reinlgasse 18",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877995,877995,POINT (16.293738677557243 48.18956163886279),Sportkindergarten MONPTI,Verein Sportkindergarten Monpti,"13., Hietzinger Kai 67-69",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877996,877996,POINT (16.403544567566357 48.188284359525014),Betriebskindergarten - BIO-Center,Wiener Kinderfreunde,"3., Helmut-Qualtinger-Gasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 798 56 10,
KINDERGARTENOGD.877997,877997,POINT (16.39771680797038 48.255649607806006),Betriebskindergarten - SMZ-Nord,Wiener Kinderfreunde,"21., Schöpfleuthnergasse 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,+43 1 271 34 69,
KINDERGARTENOGD.877998,877998,POINT (16.40988422976363 48.276142540582356),Kindergarten,DONYA - Verein zur Förderung der Sprache und Integration von Kind und Mutter,"21., Siemensstraße 7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877999,877999,POINT (16.446901140244858 48.24930233785267),Kindergarten,Verein LIFE-FAMILY-WORK,"22., Kagraner Platz 12",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.878000,878000,POINT (16.42109127961719 48.17055894718913),Kindergarten,Mulitkultureller Verein Bayram,"11., Kobelgasse 7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.878001,878001,POINT (16.318603814689535 48.19831947435043),Kindergarten,Verein Sonnenstrahl Kindertagesgruppe,"15., Johnstraße 61",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.878002,878002,POINT (16.32528805200154 48.18654009934664),Kindergarten,DONYA - Verein zur Förderung der Sprache und Integration von Kind und Mutter,"15., Sechshauserstraße 98a",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.878003,878003,POINT (16.31930424280077 48.21938456478001),Kindergarten,DONYA - Verein zur Förderung der Sprache und Integration von Kind und Mutter,"16., Albrechtskreithgasse 5",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,+43 1 27 61 705,
KINDERGARTENOGD.878004,878004,POINT (16.3797965582641 48.24670032473627),Kindergarten,Kinder in Wien,"20., Wehlistraße 29/.",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.878005,878005,POINT (16.457345066340523 48.22137467215526),Kindergarten,Kinder in Wien,"22., Schickgasse 25",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,01/890 12 39,
KINDERGARTENOGD.878006,878006,POINT (16.41507026870293 48.212278760469644),Betriebskindergarten - OMV 1,Kinder in Wien,"2., Stella-Klein-Löw-Weg 13",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,+43 1 40 440-22422,
KINDERGARTENOGD.878007,878007,POINT (16.408701903655626 48.22024029326995),Kindergarten Heidi,Pädagogischer Verein zur Förderung von Klein- und Vorschulkindern,"2., Engerthstraße 214c",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.878008,878008,POINT (16.36255462356394 48.17888261196142),Marienkäfer,Verein NOKTA Bildungs- und Forschungsinstitut,"10., Gudrunstraße 189",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.878009,878009,POINT (16.434844020183423 48.25900843701978),Kindergarten,Wiener Kindergärten,"21., Josef-Baumann-Gasse 65",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 746,
KINDERGARTENOGD.878010,878010,POINT (16.325244392228868 48.2202044633972),Kindergarten,Verein MULTIKA,"17., Hernalser Hauptstraße 112",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.878011,878011,POINT (16.373242917705028 48.21408171633623),Kindergarten,Kindercompany,"1., Gölsdorfgasse 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.878012,878012,POINT (16.288590302496246 48.141525989936405),Kindergarten,Kinder in Wien,"23., Steinergasse 36/1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.878013,878013,POINT (16.403613995309197 48.19014906028501),Kindergarten,Wiener Kindergärten,"3., Viehmarktgasse 1A",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Öffentlich,+43 676 811 861 309,
KINDERGARTENOGD.878014,878014,POINT (16.410002817808927 48.180687055448594),Nada,Integrations- und Betreuungsverein der Kinder mit Migrationshintergrund,"11., Pachmayergasse 2-4/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.878015,878015,POINT (16.37508655967484 48.17040193133397),Kindergarten,"Verein moderne Kinderbetreuung ""TUNA""","10., Leibnizgasse 55-57",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.878016,878016,POINT (16.378577117218192 48.16597116261471),Kindergarten - MEDINA,Verein VIV - Verein für interkulturelles Verständnis,"10., Hebbelplatz 5/2.Stock",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.878017,878017,POINT (16.331946377504785 48.21674235116322),MULTIKA II,Verein MULTIKA,"17., Kalvarienberggasse 23",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,,
KINDERGARTENOGD.878018,878018,POINT (16.4130376841928 48.17806542716703),Kindergarten Paradies,Verein MAKKA - Ausbildung kleiner Kinder,"11., Kopalgasse 1/2",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Kindergarten 3-6 Jahre,Privat,,
KINDERGARTENOGD.878019,878019,POINT (16.424825858892678 48.2658077416957),Betriebskindergarten - Fa. Siemens,Kinder in Wien,"21., Siemensstraße 92/BAU 36",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877837,877837,POINT (16.371497553974343 48.17859322863142),´IQRA´,Integratives Bildungs- und Informationszentrum,"10., Gudrunstraße 140-142",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,607 12 14,
KINDERGARTENOGD.877838,877838,POINT (16.357448389130404 48.16598989739817),Pfarrkth. Von der Pfarre Maria vom Berge Karmel,St. Nikolausstiftung Erzdiözese Wien,"10., Stefan-Fadinger-Platz 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877839,877839,POINT (16.37771607282474 48.178585657173635),Kindergarten,"Verein Discovery Zone & Kinder Akademie - bilinguale Kinderbetreuungseinrichtung""","10., Humboldtgasse 40",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Familiengruppe 0-6 Jahre,<br>Familiengruppe 3-10 Jahre",Privat,,
KINDERGARTENOGD.877840,877840,POINT (16.360617751877594 48.176048377543985),Privatkindergarten ´Marianne´,Verein Privatkindergarten Marianne,"10., Malborghetgasse 4",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre",Privat,602 45 65,
KINDERGARTENOGD.877841,877841,POINT (16.376854182260757 48.22047543964686),KTH der Talmud-Thora-Schule,"Israelitischer Tempel- und Schulverein ""Machsike-Hadass""","2., Malzgasse 16",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877842,877842,POINT (16.421135610373394 48.2280532891278),Vereinigung d. Ordensschulen Österreichs,Vereinigung katholischer Kindertagesheime,"22., Schüttaustraße 41-43",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Hortgruppe 6-10 Jahre,Privat,263 35 85/32,
KINDERGARTENOGD.877843,877843,POINT (16.33169631497934 48.252104701269175),Trägerverein Werke der Schwestern vom armen Kinde Jesus,Trägerverein Werke der Schwestern vom armen Kinde Jesus,"19., Stefan-Esders-Platz 1",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Heilpädagogischer Hort 6-10 Jahre,Privat,,
KINDERGARTENOGD.877844,877844,POINT (16.334624813887196 48.18649329015834),Kindergarten,Bunteinsel/pädagogische Kinderbetreuungseinrichtung,"15., Diefenbachgasse 10-12/7",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877845,877845,POINT (16.334477988326718 48.19416188419626),´Liebenberg´,Margit Schattauer,"15., Staglgasse 3",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,Familiengruppe 0-6 Jahre,Privat,,
KINDERGARTENOGD.877846,877846,POINT (16.309396861003655 48.19886665280627),TANTE ANNI,Privatkindergarten Tante Anni,"14., Hütteldorfer Straße 133",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre",Privat,,
KINDERGARTENOGD.877847,877847,POINT (16.287635246273172 48.17890712664102),Nestchen am Küniglberg,Gemeinnütziger Kinderbetreuungsverein Nestchen am Küniglberg,"13., Hansi-Niese-Weg 20",http://www.wien.gv.at/bildung/kindergarten/private-angebote/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Privat,,
KINDERGARTENOGD.877848,877848,POINT (16.364699904686756 48.232912497535665),Kindergarten,Wiener Kindergärten,"20., Denisgasse 39-41",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre",Öffentlich,+43 676 811 864 089,
KINDERGARTENOGD.877849,877849,POINT (16.36725123260475 48.23970812395686),Kindergarten,Wiener Kindergärten,"20., Dietmayrgasse 10",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 862 494,
KINDERGARTENOGD.877850,877850,POINT (16.388008755193518 48.23800972955672),Kindergarten,Wiener Kindergärten,"20., Donaueschingenstraße 30",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre",Öffentlich,+43 676 811 864 092,
KINDERGARTENOGD.877851,877851,POINT (16.37349217813767 48.23482775704291),Kindergarten,Wiener Kindergärten,"20., Hartlgasse 40",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 470,
KINDERGARTENOGD.877852,877852,POINT (16.374556940416 48.23604282750145),Kindergarten,Wiener Kindergärten,"20., Leipziger Straße 33a",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Familiengruppe 0-6 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 864 890,
KINDERGARTENOGD.877853,877853,POINT (16.376204487510496 48.238589298632505),Kindergarten,Wiener Kindergärten,"20., Leithastraße 17-23",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Halbtagskindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 862 503,
KINDERGARTENOGD.877854,877854,POINT (16.37394551426722 48.24680096646218),Kindergarten,Wiener Kindergärten,"20., Leystraße 2-4",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 864 882,
KINDERGARTENOGD.877855,877855,POINT (16.37708038557243 48.24301441677849),Kindergarten,Wiener Kindergärten,"20., Leystraße 36",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Integrationshort 6-10 Jahre,Öffentlich,+43 676 811 862 516,
KINDERGARTENOGD.877856,877856,POINT (16.366698493068196 48.23345750592265),Kindergarten,Wiener Kindergärten,"20., Pappenheimgasse 10-16",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 475,
KINDERGARTENOGD.877857,877857,POINT (16.36817815108553 48.23328380423728),Kindergarten,Wiener Kindergärten,"20., Pappenheimgasse 22a",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre,<br>Integrationskindergarten 3-6 Jahre",Öffentlich,+43 676 811 861 410,
KINDERGARTENOGD.877858,877858,POINT (16.38836325794139 48.233298425542316),Kindergarten,Wiener Kindergärten,"20., Pöchlarnstraße 14",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,Heilpädagogischer Hort 6-10 Jahre,Öffentlich,+43 676 811 862 467,
KINDERGARTENOGD.877859,877859,POINT (16.36388517534971 48.231526225358834),Kindergarten,Wiener Kindergärten,"20., Treustraße 55",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kindergarten 3-6 Jahre,<br>Hortgruppe 6-10 Jahre,<br>Integrationshort 6-10 Jahre",Öffentlich,+43 676 811 862 485,
KINDERGARTENOGD.877860,877860,POINT (16.38072600050785 48.24266934095756),Kindergarten,Wiener Kindergärten,"20., Vorgartenstraße 35",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 862 480,
KINDERGARTENOGD.877861,877861,POINT (16.387162351286896 48.23689208282671),Kindergarten,Wiener Kindergärten,"20., Vorgartenstraße 71/Haus I",http://www.wien.gv.at/bildung/kindergarten/staedtisches-angebot/index.html,"Kleinkindergruppe 0-3 Jahre,<br>Kindergarten 3-6 Jahre",Öffentlich,+43 676 811 864 874,
